JIS X 0208 由来の Unicode 文字全部


Unicode® Standard Annex #11
East Asian Width
http://www.unicode.org/reports/tr11/


属性		意味
--------------------------------
F   Fullwidth	常に全角 (2 幅)
H   Halfwidth	常に半角 (1 幅)
W   Wide	全角で表示される
Na  Narrow	半角で表示される
A   Ambiguous	環境依存
N   Neutral	幅の概念がない


JIS UNICODE 属{字}
------------------
5356 U+55FD W {嗽}
5357 U+561B W {嘛}
5358 U+55F9 W {嗹}
5359 U+564E W {噎}
535A U+5650 W {噐}
535B U+71DF W {營}
535C U+5634 W {嘴}
535D U+5636 W {嘶}
535E U+5632 W {嘲}
535F U+5638 W {嘸}
5360 U+566B W {噫}
5361 U+5664 W {噤}
5362 U+562F W {嘯}
5363 U+566C W {噬}
5364 U+566A W {噪}
5365 U+5686 W {嚆}
5366 U+5680 W {嚀}
5367 U+568A W {嚊}
5368 U+56A0 W {嚠}
5369 U+5694 W {嚔}
536A U+568F W {嚏}
536B U+56A5 W {嚥}
536C U+56AE W {嚮}
536D U+56B6 W {嚶}
536E U+56B4 W {嚴}
536F U+56C2 W {囂}
5370 U+56BC W {嚼}
5371 U+56C1 W {囁}
5372 U+56C3 W {囃}
5373 U+56C0 W {囀}
5374 U+56C8 W {囈}
5375 U+56CE W {囎}
5376 U+56D1 W {囑}
5377 U+56D3 W {囓}
5378 U+56D7 W {囗}
5379 U+56EE W {囮}
537A U+56F9 W {囹}
537B U+5700 W {圀}
537C U+56FF W {囿}
537D U+5704 W {圄}
537E U+5709 W {圉}
5421 U+5708 W {圈}
5422 U+570B W {國}
5423 U+570D W {圍}
5424 U+5713 W {圓}
5425 U+5718 W {團}
5426 U+5716 W {圖}
5427 U+55C7 W {嗇}
5428 U+571C W {圜}
5429 U+5726 W {圦}
542A U+5737 W {圷}
542B U+5738 W {圸}
542C U+574E W {坎}
542D U+573B W {圻}
542E U+5740 W {址}
542F U+574F W {坏}
5430 U+5769 W {坩}
5431 U+57C0 W {埀}
5432 U+5788 W {垈}
5433 U+5761 W {坡}
5434 U+577F W {坿}
5435 U+5789 W {垉}
5436 U+5793 W {垓}
5437 U+57A0 W {垠}
5438 U+57B3 W {垳}
5439 U+57A4 W {垤}
543A U+57AA W {垪}
543B U+57B0 W {垰}
543C U+57C3 W {埃}
543D U+57C6 W {埆}
543E U+57D4 W {埔}
543F U+57D2 W {埒}
5440 U+57D3 W {埓}
5441 U+580A W {堊}
5442 U+57D6 W {埖}
5443 U+57E3 W {埣}
5444 U+580B W {堋}
5445 U+5819 W {堙}
5446 U+581D W {堝}
5447 U+5872 W {塲}
5448 U+5821 W {堡}
5449 U+5862 W {塢}
544A U+584B W {塋}
544B U+5870 W {塰}
544C U+6BC0 W {毀}
544D U+5852 W {塒}
544E U+583D W {堽}
544F U+5879 W {塹}
5450 U+5885 W {墅}
5451 U+58B9 W {墹}
5452 U+589F W {墟}
5453 U+58AB W {墫}
5454 U+58BA W {墺}
5455 U+58DE W {壞}
5456 U+58BB W {墻}
5457 U+58B8 W {墸}
5458 U+58AE W {墮}
5459 U+58C5 W {壅}
545A U+58D3 W {壓}
545B U+58D1 W {壑}
545C U+58D7 W {壗}
545D U+58D9 W {壙}
545E U+58D8 W {壘}
545F U+58E5 W {壥}
5460 U+58DC W {壜}
5461 U+58E4 W {壤}
5462 U+58DF W {壟}
5463 U+58EF W {壯}
5464 U+58FA W {壺}
5465 U+58F9 W {壹}
5466 U+58FB W {壻}
5467 U+58FC W {壼}
5468 U+58FD W {壽}
5469 U+5902 W {夂}
546A U+590A W {夊}
546B U+5910 W {夐}
546C U+591B W {夛}
546D U+68A6 W {梦}
546E U+5925 W {夥}
546F U+592C W {夬}
5470 U+592D W {夭}
5471 U+5932 W {夲}
5472 U+5938 W {夸}
5473 U+593E W {夾}
5474 U+7AD2 W {竒}
5475 U+5955 W {奕}
5476 U+5950 W {奐}
5477 U+594E W {奎}
5478 U+595A W {奚}
5479 U+5958 W {奘}
547A U+5962 W {奢}
547B U+5960 W {奠}
547C U+5967 W {奧}
547D U+596C W {奬}
547E U+5969 W {奩}
5521 U+5978 W {奸}
5522 U+5981 W {妁}
5523 U+599D W {妝}
5524 U+4F5E W {佞}
5525 U+4FAB W {侫}
5526 U+59A3 W {妣}
5527 U+59B2 W {妲}
5528 U+59C6 W {姆}
5529 U+59E8 W {姨}
552A U+59DC W {姜}
552B U+598D W {妍}
552C U+59D9 W {姙}
552D U+59DA W {姚}
552E U+5A25 W {娥}
552F U+5A1F W {娟}
5530 U+5A11 W {娑}
5531 U+5A1C W {娜}
5532 U+5A09 W {娉}
5533 U+5A1A W {娚}
5534 U+5A40 W {婀}
5535 U+5A6C W {婬}
5536 U+5A49 W {婉}
5537 U+5A35 W {娵}
5538 U+5A36 W {娶}
5539 U+5A62 W {婢}
553A U+5A6A W {婪}
553B U+5A9A W {媚}
553C U+5ABC W {媼}
553D U+5ABE W {媾}
553E U+5ACB W {嫋}
553F U+5AC2 W {嫂}
5540 U+5ABD W {媽}
5541 U+5AE3 W {嫣}
5542 U+5AD7 W {嫗}
5543 U+5AE6 W {嫦}
5544 U+5AE9 W {嫩}
5545 U+5AD6 W {嫖}
5546 U+5AFA W {嫺}
5547 U+5AFB W {嫻}
5548 U+5B0C W {嬌}
5549 U+5B0B W {嬋}
554A U+5B16 W {嬖}
554B U+5B32 W {嬲}
554C U+5AD0 W {嫐}
554D U+5B2A W {嬪}
554E U+5B36 W {嬶}
554F U+5B3E W {嬾}
5550 U+5B43 W {孃}
5551 U+5B45 W {孅}
5552 U+5B40 W {孀}
5553 U+5B51 W {孑}
5554 U+5B55 W {孕}
5555 U+5B5A W {孚}
5556 U+5B5B W {孛}
5557 U+5B65 W {孥}
5558 U+5B69 W {孩}
5559 U+5B70 W {孰}
555A U+5B73 W {孳}
555B U+5B75 W {孵}
555C U+5B78 W {學}
555D U+6588 W {斈}
555E U+5B7A W {孺}
555F U+5B80 W {宀}
5560 U+5B83 W {它}
5561 U+5BA6 W {宦}
5562 U+5BB8 W {宸}
5563 U+5BC3 W {寃}
5564 U+5BC7 W {寇}
5565 U+5BC9 W {寉}
5566 U+5BD4 W {寔}
5567 U+5BD0 W {寐}
5568 U+5BE4 W {寤}
5569 U+5BE6 W {實}
556A U+5BE2 W {寢}
556B U+5BDE W {寞}
556C U+5BE5 W {寥}
556D U+5BEB W {寫}
556E U+5BF0 W {寰}
556F U+5BF6 W {寶}
5570 U+5BF3 W {寳}
5571 U+5C05 W {尅}
5572 U+5C07 W {將}
5573 U+5C08 W {專}
5574 U+5C0D W {對}
5575 U+5C13 W {尓}
5576 U+5C20 W {尠}
5577 U+5C22 W {尢}
5578 U+5C28 W {尨}
5579 U+5C38 W {尸}
557A U+5C39 W {尹}
557B U+5C41 W {屁}
557C U+5C46 W {屆}
557D U+5C4E W {屎}
557E U+5C53 W {屓}
5621 U+5C50 W {屐}
5622 U+5C4F W {屏}
5623 U+5B71 W {孱}
5624 U+5C6C W {屬}
5625 U+5C6E W {屮}
5626 U+4E62 W {乢}
5627 U+5C76 W {屶}
5628 U+5C79 W {屹}
5629 U+5C8C W {岌}
562A U+5C91 W {岑}
562B U+5C94 W {岔}
562C U+599B W {妛}
562D U+5CAB W {岫}
562E U+5CBB W {岻}
562F U+5CB6 W {岶}
5630 U+5CBC W {岼}
5631 U+5CB7 W {岷}
5632 U+5CC5 W {峅}
5633 U+5CBE W {岾}
5634 U+5CC7 W {峇}
5635 U+5CD9 W {峙}
5636 U+5CE9 W {峩}
5637 U+5CFD W {峽}
5638 U+5CFA W {峺}
5639 U+5CED W {峭}
563A U+5D8C W {嶌}
563B U+5CEA W {峪}
563C U+5D0B W {崋}
563D U+5D15 W {崕}
563E U+5D17 W {崗}
563F U+5D5C W {嵜}
5640 U+5D1F W {崟}
5641 U+5D1B W {崛}
5642 U+5D11 W {崑}
5643 U+5D14 W {崔}
5644 U+5D22 W {崢}
5645 U+5D1A W {崚}
5646 U+5D19 W {崙}
5647 U+5D18 W {崘}
5648 U+5D4C W {嵌}
5649 U+5D52 W {嵒}
564A U+5D4E W {嵎}
564B U+5D4B W {嵋}
564C U+5D6C W {嵬}
564D U+5D73 W {嵳}
564E U+5D76 W {嵶}
564F U+5D87 W {嶇}
5650 U+5D84 W {嶄}
5651 U+5D82 W {嶂}
5652 U+5DA2 W {嶢}
5653 U+5D9D W {嶝}
5654 U+5DAC W {嶬}
5655 U+5DAE W {嶮}
5656 U+5DBD W {嶽}
5657 U+5D90 W {嶐}
5658 U+5DB7 W {嶷}
5659 U+5DBC W {嶼}
565A U+5DC9 W {巉}
565B U+5DCD W {巍}
565C U+5DD3 W {巓}
565D U+5DD2 W {巒}
565E U+5DD6 W {巖}
565F U+5DDB W {巛}
5660 U+5DEB W {巫}
5661 U+5DF2 W {已}
5662 U+5DF5 W {巵}
5663 U+5E0B W {帋}
5664 U+5E1A W {帚}
5665 U+5E19 W {帙}
5666 U+5E11 W {帑}
5667 U+5E1B W {帛}
5668 U+5E36 W {帶}
5669 U+5E37 W {帷}
566A U+5E44 W {幄}
566B U+5E43 W {幃}
566C U+5E40 W {幀}
566D U+5E4E W {幎}
566E U+5E57 W {幗}
566F U+5E54 W {幔}
5670 U+5E5F W {幟}
5671 U+5E62 W {幢}
5672 U+5E64 W {幤}
5673 U+5E47 W {幇}
5674 U+5E75 W {幵}
5675 U+5E76 W {并}
5676 U+5E7A W {幺}
5677 U+9EBC W {麼}
5678 U+5E7F W {广}
5679 U+5EA0 W {庠}
567A U+5EC1 W {廁}
567B U+5EC2 W {廂}
567C U+5EC8 W {廈}
567D U+5ED0 W {廐}
567E U+5ECF W {廏}
5721 U+5ED6 W {廖}
5722 U+5EE3 W {廣}
5723 U+5EDD W {廝}
5724 U+5EDA W {廚}
5725 U+5EDB W {廛}
5726 U+5EE2 W {廢}
5727 U+5EE1 W {廡}
5728 U+5EE8 W {廨}
5729 U+5EE9 W {廩}
572A U+5EEC W {廬}
572B U+5EF1 W {廱}
572C U+5EF3 W {廳}
572D U+5EF0 W {廰}
572E U+5EF4 W {廴}
572F U+5EF8 W {廸}
5730 U+5EFE W {廾}
5731 U+5F03 W {弃}
5732 U+5F09 W {弉}
5733 U+5F5D W {彝}
5734 U+5F5C W {彜}
5735 U+5F0B W {弋}
5736 U+5F11 W {弑}
5737 U+5F16 W {弖}
5738 U+5F29 W {弩}
5739 U+5F2D W {弭}
573A U+5F38 W {弸}
573B U+5F41 W {彁}
573C U+5F48 W {彈}
573D U+5F4C W {彌}
573E U+5F4E W {彎}
573F U+5F2F W {弯}
5740 U+5F51 W {彑}
5741 U+5F56 W {彖}
5742 U+5F57 W {彗}
5743 U+5F59 W {彙}
5744 U+5F61 W {彡}
5745 U+5F6D W {彭}
5746 U+5F73 W {彳}
5747 U+5F77 W {彷}
5748 U+5F83 W {徃}
5749 U+5F82 W {徂}
574A U+5F7F W {彿}
574B U+5F8A W {徊}
574C U+5F88 W {很}
574D U+5F91 W {徑}
574E U+5F87 W {徇}
574F U+5F9E W {從}
5750 U+5F99 W {徙}
5751 U+5F98 W {徘}
5752 U+5FA0 W {徠}
5753 U+5FA8 W {徨}
5754 U+5FAD W {徭}
5755 U+5FBC W {徼}
5756 U+5FD6 W {忖}
5757 U+5FFB W {忻}
5758 U+5FE4 W {忤}
5759 U+5FF8 W {忸}
575A U+5FF1 W {忱}
575B U+5FDD W {忝}
575C U+60B3 W {悳}
575D U+5FFF W {忿}
575E U+6021 W {怡}
575F U+6060 W {恠}
5760 U+6019 W {怙}
5761 U+6010 W {怐}
5762 U+6029 W {怩}
5763 U+600E W {怎}
5764 U+6031 W {怱}
5765 U+601B W {怛}
5766 U+6015 W {怕}
5767 U+602B W {怫}
5768 U+6026 W {怦}
5769 U+600F W {怏}
576A U+603A W {怺}
576B U+605A W {恚}
576C U+6041 W {恁}
576D U+606A W {恪}
576E U+6077 W {恷}
576F U+605F W {恟}
5770 U+604A W {恊}
5771 U+6046 W {恆}
5772 U+604D W {恍}
5773 U+6063 W {恣}
5774 U+6043 W {恃}
5775 U+6064 W {恤}
5776 U+6042 W {恂}
5777 U+606C W {恬}
5778 U+606B W {恫}
5779 U+6059 W {恙}
577A U+6081 W {悁}
577B U+608D W {悍}
577C U+60E7 W {惧}
577D U+6083 W {悃}
577E U+609A W {悚}
5821 U+6084 W {悄}
5822 U+609B W {悛}
5823 U+6096 W {悖}
5824 U+6097 W {悗}
5825 U+6092 W {悒}
5826 U+60A7 W {悧}
5827 U+608B W {悋}
5828 U+60E1 W {惡}
5829 U+60B8 W {悸}
582A U+60E0 W {惠}
582B U+60D3 W {惓}
582C U+60B4 W {悴}
582D U+5FF0 W {忰}
582E U+60BD W {悽}
582F U+60C6 W {惆}
5830 U+60B5 W {悵}
5831 U+60D8 W {惘}
5832 U+614D W {慍}
5833 U+6115 W {愕}
5834 U+6106 W {愆}
5835 U+60F6 W {惶}
5836 U+60F7 W {惷}
5837 U+6100 W {愀}
5838 U+60F4 W {惴}
5839 U+60FA W {惺}
583A U+6103 W {愃}
583B U+6121 W {愡}
583C U+60FB W {惻}
583D U+60F1 W {惱}
583E U+610D W {愍}
583F U+610E W {愎}
5840 U+6147 W {慇}
5841 U+613E W {愾}
5842 U+6128 W {愨}
5843 U+6127 W {愧}
5844 U+614A W {慊}
5845 U+613F W {愿}
5846 U+613C W {愼}
5847 U+612C W {愬}
5848 U+6134 W {愴}
5849 U+613D W {愽}
584A U+6142 W {慂}
584B U+6144 W {慄}
584C U+6173 W {慳}
584D U+6177 W {慷}
584E U+6158 W {慘}
584F U+6159 W {慙}
5850 U+615A W {慚}
5851 U+616B W {慫}
5852 U+6174 W {慴}
5853 U+616F W {慯}
5854 U+6165 W {慥}
5855 U+6171 W {慱}
5856 U+615F W {慟}
5857 U+615D W {慝}
5858 U+6153 W {慓}
5859 U+6175 W {慵}
585A U+6199 W {憙}
585B U+6196 W {憖}
585C U+6187 W {憇}
585D U+61AC W {憬}
585E U+6194 W {憔}
585F U+619A W {憚}
5860 U+618A W {憊}
5861 U+6191 W {憑}
5862 U+61AB W {憫}
5863 U+61AE W {憮}
5864 U+61CC W {懌}
5865 U+61CA W {懊}
5866 U+61C9 W {應}
5867 U+61F7 W {懷}
5868 U+61C8 W {懈}
5869 U+61C3 W {懃}
586A U+61C6 W {懆}
586B U+61BA W {憺}
586C U+61CB W {懋}
586D U+7F79 W {罹}
586E U+61CD W {懍}
586F U+61E6 W {懦}
5870 U+61E3 W {懣}
5871 U+61F6 W {懶}
5872 U+61FA W {懺}
5873 U+61F4 W {懴}
5874 U+61FF W {懿}
5875 U+61FD W {懽}
5876 U+61FC W {懼}
5877 U+61FE W {懾}
5878 U+6200 W {戀}
5879 U+6208 W {戈}
587A U+6209 W {戉}
587B U+620D W {戍}
587C U+620C W {戌}
587D U+6214 W {戔}
587E U+621B W {戛}
5921 U+621E W {戞}
5922 U+6221 W {戡}
5923 U+622A W {截}
5924 U+622E W {戮}
5925 U+6230 W {戰}
5926 U+6232 W {戲}
5927 U+6233 W {戳}
5928 U+6241 W {扁}
5929 U+624E W {扎}
592A U+625E W {扞}
592B U+6263 W {扣}
592C U+625B W {扛}
592D U+6260 W {扠}
592E U+6268 W {扨}
592F U+627C W {扼}
5930 U+6282 W {抂}
5931 U+6289 W {抉}
5932 U+627E W {找}
5933 U+6292 W {抒}
5934 U+6293 W {抓}
5935 U+6296 W {抖}
5936 U+62D4 W {拔}
5937 U+6283 W {抃}
5938 U+6294 W {抔}
5939 U+62D7 W {拗}
593A U+62D1 W {拑}
593B U+62BB W {抻}
593C U+62CF W {拏}
593D U+62FF W {拿}
593E U+62C6 W {拆}
593F U+64D4 W {擔}
5940 U+62C8 W {拈}
5941 U+62DC W {拜}
5942 U+62CC W {拌}
5943 U+62CA W {拊}
5944 U+62C2 W {拂}
5945 U+62C7 W {拇}
5946 U+629B W {抛}
5947 U+62C9 W {拉}
5948 U+630C W {挌}
5949 U+62EE W {拮}
594A U+62F1 W {拱}
594B U+6327 W {挧}
594C U+6302 W {挂}
594D U+6308 W {挈}
594E U+62EF W {拯}
594F U+62F5 W {拵}
5950 U+6350 W {捐}
5951 U+633E W {挾}
5952 U+634D W {捍}
5953 U+641C W {搜}
5954 U+634F W {捏}
5955 U+6396 W {掖}
5956 U+638E W {掎}
5957 U+6380 W {掀}
5958 U+63AB W {掫}
5959 U+6376 W {捶}
595A U+63A3 W {掣}
595B U+638F W {掏}
595C U+6389 W {掉}
595D U+639F W {掟}
595E U+63B5 W {掵}
595F U+636B W {捫}
5960 U+6369 W {捩}
5961 U+63BE W {掾}
5962 U+63E9 W {揩}
5963 U+63C0 W {揀}
5964 U+63C6 W {揆}
5965 U+63E3 W {揣}
5966 U+63C9 W {揉}
5967 U+63D2 W {插}
5968 U+63F6 W {揶}
5969 U+63C4 W {揄}
596A U+6416 W {搖}
596B U+6434 W {搴}
596C U+6406 W {搆}
596D U+6413 W {搓}
596E U+6426 W {搦}
596F U+6436 W {搶}
5970 U+651D W {攝}
5971 U+6417 W {搗}
5972 U+6428 W {搨}
5973 U+640F W {搏}
5974 U+6467 W {摧}
5975 U+646F W {摯}
5976 U+6476 W {摶}
5977 U+644E W {摎}
5978 U+652A W {攪}
5979 U+6495 W {撕}
597A U+6493 W {撓}
597B U+64A5 W {撥}
597C U+64A9 W {撩}
597D U+6488 W {撈}
597E U+64BC W {撼}
5A21 U+64DA W {據}
5A22 U+64D2 W {擒}
5A23 U+64C5 W {擅}
5A24 U+64C7 W {擇}
5A25 U+64BB W {撻}
5A26 U+64D8 W {擘}
5A27 U+64C2 W {擂}
5A28 U+64F1 W {擱}
5A29 U+64E7 W {擧}
5A2A U+8209 W {舉}
5A2B U+64E0 W {擠}
5A2C U+64E1 W {擡}
5A2D U+62AC W {抬}
5A2E U+64E3 W {擣}
5A2F U+64EF W {擯}
5A30 U+652C W {攬}
5A31 U+64F6 W {擶}
5A32 U+64F4 W {擴}
5A33 U+64F2 W {擲}
5A34 U+64FA W {擺}
5A35 U+6500 W {攀}
5A36 U+64FD W {擽}
5A37 U+6518 W {攘}
5A38 U+651C W {攜}
5A39 U+6505 W {攅}
5A3A U+6524 W {攤}
5A3B U+6523 W {攣}
5A3C U+652B W {攫}
5A3D U+6534 W {攴}
5A3E U+6535 W {攵}
5A3F U+6537 W {攷}
5A40 U+6536 W {收}
5A41 U+6538 W {攸}
5A42 U+754B W {畋}
5A43 U+6548 W {效}
5A44 U+6556 W {敖}
5A45 U+6555 W {敕}
5A46 U+654D W {敍}
5A47 U+6558 W {敘}
5A48 U+655E W {敞}
5A49 U+655D W {敝}
5A4A U+6572 W {敲}
5A4B U+6578 W {數}
5A4C U+6582 W {斂}
5A4D U+6583 W {斃}
5A4E U+8B8A W {變}
5A4F U+659B W {斛}
5A50 U+659F W {斟}
5A51 U+65AB W {斫}
5A52 U+65B7 W {斷}
5A53 U+65C3 W {旃}
5A54 U+65C6 W {旆}
5A55 U+65C1 W {旁}
5A56 U+65C4 W {旄}
5A57 U+65CC W {旌}
5A58 U+65D2 W {旒}
5A59 U+65DB W {旛}
5A5A U+65D9 W {旙}
5A5B U+65E0 W {无}
5A5C U+65E1 W {旡}
5A5D U+65F1 W {旱}
5A5E U+6772 W {杲}
5A5F U+660A W {昊}
5A60 U+6603 W {昃}
5A61 U+65FB W {旻}
5A62 U+6773 W {杳}
5A63 U+6635 W {昵}
5A64 U+6636 W {昶}
5A65 U+6634 W {昴}
5A66 U+661C W {昜}
5A67 U+664F W {晏}
5A68 U+6644 W {晄}
5A69 U+6649 W {晉}
5A6A U+6641 W {晁}
5A6B U+665E W {晞}
5A6C U+665D W {晝}
5A6D U+6664 W {晤}
5A6E U+6667 W {晧}
5A6F U+6668 W {晨}
5A70 U+665F W {晟}
5A71 U+6662 W {晢}
5A72 U+6670 W {晰}
5A73 U+6683 W {暃}
5A74 U+6688 W {暈}
5A75 U+668E W {暎}
5A76 U+6689 W {暉}
5A77 U+6684 W {暄}
5A78 U+6698 W {暘}
5A79 U+669D W {暝}
5A7A U+66C1 W {曁}
5A7B U+66B9 W {暹}
5A7C U+66C9 W {曉}
5A7D U+66BE W {暾}
5A7E U+66BC W {暼}
5B21 U+66C4 W {曄}
5B22 U+66B8 W {暸}
5B23 U+66D6 W {曖}
5B24 U+66DA W {曚}
5B25 U+66E0 W {曠}
5B26 U+663F W {昿}
5B27 U+66E6 W {曦}
5B28 U+66E9 W {曩}
5B29 U+66F0 W {曰}
5B2A U+66F5 W {曵}
5B2B U+66F7 W {曷}
5B2C U+670F W {朏}
5B2D U+6716 W {朖}
5B2E U+671E W {朞}
5B2F U+6726 W {朦}
5B30 U+6727 W {朧}
5B31 U+9738 W {霸}
5B32 U+672E W {朮}
5B33 U+673F W {朿}
5B34 U+6736 W {朶}
5B35 U+6741 W {杁}
5B36 U+6738 W {朸}
5B37 U+6737 W {朷}
5B38 U+6746 W {杆}
5B39 U+675E W {杞}
5B3A U+6760 W {杠}
5B3B U+6759 W {杙}
5B3C U+6763 W {杣}
5B3D U+6764 W {杤}
5B3E U+6789 W {枉}
5B3F U+6770 W {杰}
5B40 U+67A9 W {枩}
5B41 U+677C W {杼}
5B42 U+676A W {杪}
5B43 U+678C W {枌}
5B44 U+678B W {枋}
5B45 U+67A6 W {枦}
5B46 U+67A1 W {枡}
5B47 U+6785 W {枅}
5B48 U+67B7 W {枷}
5B49 U+67EF W {柯}
5B4A U+67B4 W {枴}
5B4B U+67EC W {柬}
5B4C U+67B3 W {枳}
5B4D U+67E9 W {柩}
5B4E U+67B8 W {枸}
5B4F U+67E4 W {柤}
5B50 U+67DE W {柞}
5B51 U+67DD W {柝}
5B52 U+67E2 W {柢}
5B53 U+67EE W {柮}
5B54 U+67B9 W {枹}
5B55 U+67CE W {柎}
5B56 U+67C6 W {柆}
5B57 U+67E7 W {柧}
5B58 U+6A9C W {檜}
5B59 U+681E W {栞}
5B5A U+6846 W {框}
5B5B U+6829 W {栩}
5B5C U+6840 W {桀}
5B5D U+684D W {桍}
5B5E U+6832 W {栲}
5B5F U+684E W {桎}
5B60 U+68B3 W {梳}
5B61 U+682B W {栫}
5B62 U+6859 W {桙}
5B63 U+6863 W {档}
5B64 U+6877 W {桷}
5B65 U+687F W {桿}
5B66 U+689F W {梟}
5B67 U+688F W {梏}
5B68 U+68AD W {梭}
5B69 U+6894 W {梔}
5B6A U+689D W {條}
5B6B U+689B W {梛}
5B6C U+6883 W {梃}
5B6D U+6AAE W {檮}
5B6E U+68B9 W {梹}
5B6F U+6874 W {桴}
5B70 U+68B5 W {梵}
5B71 U+68A0 W {梠}
5B72 U+68BA W {梺}
5B73 U+690F W {椏}
5B74 U+688D W {梍}
5B75 U+687E W {桾}
5B76 U+6901 W {椁}
5B77 U+68CA W {棊}
5B78 U+6908 W {椈}
5B79 U+68D8 W {棘}
5B7A U+6922 W {椢}
5B7B U+6926 W {椦}
5B7C U+68E1 W {棡}
5B7D U+690C W {椌}
5B7E U+68CD W {棍}
5C21 U+68D4 W {棔}
5C22 U+68E7 W {棧}
5C23 U+68D5 W {棕}
5C24 U+6936 W {椶}
5C25 U+6912 W {椒}
5C26 U+6904 W {椄}
5C27 U+68D7 W {棗}
5C28 U+6925 W {椥}
5C29 U+68F9 W {棹}
5C2A U+68E0 W {棠}
5C2B U+68EF W {棯}
5C2C U+6928 W {椨}
5C2D U+692A W {椪}
5C2E U+691A W {椚}
5C30 U+6923 W {椣}
5C31 U+6921 W {椡}
5C32 U+68C6 W {棆}
5C33 U+6979 W {楹}
5C34 U+6977 W {楷}
5C35 U+695C W {楜}
5C36 U+6978 W {楸}
5C37 U+696B W {楫}
5C38 U+6954 W {楔}
5C39 U+697E W {楾}
5C3A U+696E W {楮}
5C3B U+6939 W {椹}
5C3C U+6974 W {楴}
5C3D U+693D W {椽}
5C3E U+6959 W {楙}
5C3F U+6930 W {椰}
5C40 U+6961 W {楡}
5C41 U+695E W {楞}
5C42 U+695D W {楝}
5C43 U+6981 W {榁}
5C44 U+696A W {楪}
5C45 U+69B2 W {榲}
5C46 U+69AE W {榮}
5C47 U+69D0 W {槐}
5C48 U+69BF W {榿}
5C49 U+69C1 W {槁}
5C4A U+69D3 W {槓}
5C4B U+69BE W {榾}
5C4C U+69CE W {槎}
5C4D U+5BE8 W {寨}
5C4E U+69CA W {槊}
5C4F U+69DD W {槝}
5C50 U+69BB W {榻}
5C51 U+69C3 W {槃}
5C52 U+69A7 W {榧}
5C53 U+6A2E W {樮}
5C54 U+6991 W {榑}
5C55 U+69A0 W {榠}
5C56 U+699C W {榜}
5C57 U+6995 W {榕}
5C58 U+69B4 W {榴}
5C59 U+69DE W {槞}
5C5A U+69E8 W {槨}
5C5B U+6A02 W {樂}
5C5C U+6A1B W {樛}
5C5D U+69FF W {槿}
5C5E U+6B0A W {權}
5C60 U+69F2 W {槲}
5C61 U+69E7 W {槧}
5C62 U+6A05 W {樅}
5C63 U+69B1 W {榱}
5C64 U+6A1E W {樞}
5C65 U+69ED W {槭}
5C66 U+6A14 W {樔}
5C67 U+69EB W {槫}
5C68 U+6A0A W {樊}
5C69 U+6A12 W {樒}
5C6A U+6AC1 W {櫁}
5C6B U+6A23 W {樣}
5C6C U+6A13 W {樓}
5C6D U+6A44 W {橄}
5C6E U+6A0C W {樌}
5C6F U+6A72 W {橲}
5C70 U+6A36 W {樶}
5C71 U+6A78 W {橸}
5C72 U+6A47 W {橇}
5C73 U+6A62 W {橢}
5C74 U+6A59 W {橙}
5C75 U+6A66 W {橦}
5C76 U+6A48 W {橈}
5C77 U+6A38 W {樸}
5C78 U+6A22 W {樢}
5C79 U+6A90 W {檐}
5C7A U+6A8D W {檍}
5C7B U+6AA0 W {檠}
5C7C U+6A84 W {檄}
5C7D U+6AA2 W {檢}
5C7E U+6AA3 W {檣}
5D21 U+6A97 W {檗}
5D22 U+8617 W {蘗}
5D23 U+6ABB W {檻}
5D24 U+6AC3 W {櫃}
5D25 U+6AC2 W {櫂}
5D26 U+6AB8 W {檸}
5D27 U+6AB3 W {檳}
5D28 U+6AAC W {檬}
5D29 U+6ADE W {櫞}
5D2A U+6AD1 W {櫑}
5D2B U+6ADF W {櫟}
5D2C U+6AAA W {檪}
5D2D U+6ADA W {櫚}
5D2E U+6AEA W {櫪}
5D2F U+6AFB W {櫻}
5D30 U+6B05 W {欅}
5D31 U+8616 W {蘖}
5D32 U+6AFA W {櫺}
5D33 U+6B12 W {欒}
5D34 U+6B16 W {欖}
5D35 U+9B31 W {鬱}
5D36 U+6B1F W {欟}
5D37 U+6B38 W {欸}
5D38 U+6B37 W {欷}
5D39 U+76DC W {盜}
5D3A U+6B39 W {欹}
5D3B U+98EE W {飮}
5D3C U+6B47 W {歇}
5D3D U+6B43 W {歃}
5D3E U+6B49 W {歉}
5D3F U+6B50 W {歐}
5D40 U+6B59 W {歙}
5D41 U+6B54 W {歔}
5D42 U+6B5B W {歛}
5D43 U+6B5F W {歟}
5D44 U+6B61 W {歡}
5D45 U+6B78 W {歸}
5D46 U+6B79 W {歹}
5D47 U+6B7F W {歿}
5D48 U+6B80 W {殀}
5D49 U+6B84 W {殄}
5D4A U+6B83 W {殃}
5D4B U+6B8D W {殍}
5D4C U+6B98 W {殘}
5D4D U+6B95 W {殕}
5D4E U+6B9E W {殞}
5D4F U+6BA4 W {殤}
5D50 U+6BAA W {殪}
5D51 U+6BAB W {殫}
5D52 U+6BAF W {殯}
5D53 U+6BB2 W {殲}
5D54 U+6BB1 W {殱}
5D55 U+6BB3 W {殳}
5D56 U+6BB7 W {殷}
5D57 U+6BBC W {殼}
5D58 U+6BC6 W {毆}
5D59 U+6BCB W {毋}
5D5A U+6BD3 W {毓}
5D5B U+6BDF W {毟}
